time,latitude,longitude,elevation,pointxyz,distance,elevation_change,cum_elevation,cum_distance,step_feet,gradient_point,gradient_rating
2017-09-30 16:39:27+00:00,38.91138,-78.72093,771.394958,"(38.91138, -78.72093, 771.394958)",0.00214139,0.05645700000002307,183.51501399999995,26.545331949999998,11.3065392,1.3,flat
2017-09-30 16:39:31+00:00,38.91146,-78.72089,771.512939,"(38.91146, -78.72089, 771.512939)",0.00593108,0.11798099999998612,183.63299499999994,26.551263029999998,31.316102400000002,1.1,flat
2017-09-30 16:39:32+00:00,38.9115,-78.72088,771.431458,"(38.9115, -78.72088, 771.431458)",0.00281554,-0.08148099999993974,183.551514,26.554078569999998,14.866051200000001,-1.5,flat
2017-09-30 16:39:33+00:00,38.91152,-78.72087,771.398865,"(38.91152, -78.72087, 771.398865)",0.00148277,-0.032593000000019856,183.51892099999998,26.555561339999997,7.8290256000000005,-1.0,flat
2017-09-30 16:39:34+00:00,38.91154,-78.72087,771.296021,"(38.91154, -78.72087, 771.296021)",0.00138187,-0.1028440000000046,183.41607699999997,26.556943209999996,7.2962736,-3.2,flat
2017-09-30 16:39:35+00:00,38.91156,-78.72086,771.219177,"(38.91156, -78.72086, 771.219177)",0.00148277,-0.07684400000005098,183.33923299999992,26.558425979999996,7.8290256000000005,-2.3,flat
2017-09-30 16:39:36+00:00,38.91158,-78.72086,771.104126,"(38.91158, -78.72086, 771.104126)",0.00138187,-0.11505099999999402,183.22418199999993,26.559807849999995,7.2962736,-3.6,flat
2017-09-30 16:39:38+00:00,38.91162,-78.72084,770.970032,"(38.91162, -78.72084, 770.970032)",0.00296554,-0.1340940000000046,183.09008799999992,26.562773389999997,15.658051200000001,-2.3,flat
2017-09-30 16:39:39+00:00,38.91164,-78.72084,770.860168,"(38.91164, -78.72084, 770.860168)",0.00138187,-0.10986399999990226,182.98022400000002,26.564155259999996,7.2962736,-3.4,flat
2017-09-30 16:39:43+00:00,38.91177,-78.72084,770.146851,"(38.91177, -78.72084, 770.146851)",0.00898214,-0.7133170000000746,182.26690699999995,26.573137399999997,47.4256992,-4.6,flat
